actividad,cantidad,estatus,pais,genero
Food Production/Sales,5400,paid,Tanzania,F
Decorations Sales,100,paid,Philippines,F
Food,100,paid,Philippines,F
Food,3075,paid,Tanzania,F
Higher education costs,225,paid,Colombia,F
Food Market,225,in_repayment,Liberia,F
Beauty Salon,425,in_repayment,Liberia,F
Livestock,1650,in_repayment,Kosovo,F
Poultry,3375,paid,Tanzania,F
Food Stall,1425,paid,Peru,F
General Store,3675,paid,Tanzania,M
Fruits & Vegetables,450,paid,Philippines,F
Farming,375,paid,Philippines,F
Retail,1925,in_repayment,Tanzania,F
Fish Selling,100,paid,Philippines,F
Waste Management,1150,defaulted,Kenya,M
Farming,2700,in_repayment,Azerbaijan,F
Cafe,1800,paid,Georgia,F
Fish Selling,2100,paid,Tanzania,F
Fish Selling,375,in_repayment,Liberia,F
General Store,250,in_repayment,Liberia,F
Livestock,400,in_repayment,Ecuador,F
Primary/secondary school costs,275,paid,The Democratic Republic of the Congo,M
Clothing,875,paid,Tanzania,F
Services,3850,paid,Tanzania,M
Home Energy,100,in_repayment,Uganda,M
Beauty Salon,2000,paid,Tanzania,F
Farm Supplies,2075,in_repayment,Kosovo,F
Home Products Sales,3600,paid,Senegal,F
Bookstore,1275,paid,Ghana,F
Food Production/Sales,3575,paid,Senegal,F
Farming,100,paid,Philippines,F
Retail,1850,paid,Senegal,F
Hardware,5200,paid,Tanzania,F
Food Stall,4600,paid,Tanzania,F
Livestock,1200,in_repayment,Ecuador,F
Food Market,425,in_repayment,Liberia,F
Food,1275,paid,Senegal,F
Shoe Sales,4725,paid,Tanzania,F
Shoe Sales,4600,paid,Tanzania,F
Agriculture,525,in_repayment,Honduras,F
Bookstore,475,in_repayment,Costa Rica,F
Food Market,400,in_repayment,Liberia,F
Retail,4300,paid,Tanzania,F
Clothing Sales,3425,paid,Tanzania,F
Personal Housing Expenses,700,paid,El Salvador,M
Food Market,375,in_repayment,Liberia,F
Restaurant,350,in_repayment,Liberia,F
Higher education costs,500,in_repayment,Bolivia,F
Charcoal Sales,2625,paid,Tanzania,F
Restaurant,350,in_repayment,Liberia,F
Pigs,150,paid,Philippines,F
Food Stall,2350,paid,Tanzania,F
General Store,300,in_repayment,El Salvador,F
Agriculture,1050,in_repayment,Honduras,F
Clothing Sales,1350,paid,Ghana,F
Personal Housing Expenses,1000,in_repayment,El Salvador,F
Food Market,300,in_repayment,Liberia,F
Used Clothing,200,in_repayment,Liberia,F
Charcoal Sales,350,in_repayment,Liberia,F
Poultry,300,paid,El Salvador,M
Fruits & Vegetables,500,in_repayment,El Salvador,F
Agriculture,850,in_repayment,India,M
Agriculture,850,in_repayment,India,M
Agriculture,850,in_repayment,India,M
Farming,6700,in_repayment,India,M
Agriculture,2525,in_repayment,India,F
Services,450,paid,Tanzania,F
Fruits & Vegetables,2725,paid,Tanzania,M
Fruits & Vegetables,3375,in_repayment,Guatemala,F
Grocery Store,375,in_repayment,Peru,F
Retail,925,paid,Tanzania,F
Retail,3200,in_repayment,Tanzania,M
Clothing Sales,3425,paid,Tanzania,M
Grocery Store,2750,in_repayment,Tanzania,F
Retail,1850,in_repayment,Tanzania,F
Services,4600,paid,Tanzania,F
Food Stall,1225,in_repayment,Tanzania,F
Food Stall,1075,paid,Tanzania,F
Agriculture,500,in_repayment,Ecuador,M
Retail,1425,in_repayment,Guatemala,M
Food Market,300,in_repayment,Liberia,F
Education provider,2950,in_repayment,Tanzania,F
Agriculture,375,in_repayment,Peru,F
Fruits & Vegetables,1650,paid,Tanzania,F
Food,1775,paid,Tanzania,F
Agriculture,800,in_repayment,Honduras,F
Personal Products Sales,300,in_repayment,Liberia,F
Spare Parts,2450,paid,Tanzania,M
Grocery Store,725,in_repayment,Peru,F
Grocery Store,1425,paid,Peru,F
Soft Drinks,3675,in_repayment,Tanzania,M
Fruits & Vegetables,1775,paid,Tanzania,F
Restaurant,300,in_repayment,Liberia,F
Barber Shop,275,paid,Guatemala,M
Manufacturing,225,in_repayment,Peru,F
General Store,500,paid,El Salvador,F
Food Market,275,in_repayment,Liberia,F
Charcoal Sales,900,paid,Peru,F
Cattle,500,in_repayment,Ecuador,M
Poultry,1325,in_repayment,Ecuador,F
Poultry,600,in_repayment,El Salvador,F
Wholesale,1075,paid,Peru,M
Food Market,275,in_repayment,Liberia,F
Retail,250,in_repayment,Liberia,F
Home Products Sales,250,in_repayment,Liberia,F
Food Market,275,in_repayment,Liberia,F
Agriculture,625,paid,El Salvador,F
Primary/secondary school costs,2350,paid,Peru,F
Fruits & Vegetables,725,paid,Peru,F
Food Market,275,in_repayment,Liberia,F
Hardware,275,in_repayment,Liberia,F
Farming,600,in_repayment,El Salvador,M
Personal Housing Expenses,1000,in_repayment,El Salvador,F
Food Market,275,in_repayment,Liberia,F
Personal Housing Expenses,550,in_repayment,El Salvador,M
Home Products Sales,225,in_repayment,Liberia,F
Food Market,425,in_repayment,Liberia,F
Food Stall,425,in_repayment,Liberia,F
Hardware,250,in_repayment,Liberia,F
Hardware,250,in_repayment,Liberia,F
Fish Selling,225,in_repayment,Liberia,F
Food Market,225,in_repayment,Liberia,F
Farming,1500,paid,El Salvador,M
Cattle,550,paid,El Salvador,M
Agriculture,800,in_repayment,Honduras,F
Livestock,1850,in_repayment,Kyrgyzstan,F
Restaurant,225,in_repayment,Liberia,F
Food Stall,1250,paid,Peru,F
Arts,525,paid,Mali,F
Personal Housing Expenses,300,in_repayment,El Salvador,M
Retail,750,paid,Nicaragua,F
Barber Shop,475,in_repayment,Guatemala,M
Fruits & Vegetables,225,in_repayment,Liberia,F
Higher education costs,225,paid,Colombia,F
Construction,600,in_repayment,Nicaragua,F
Grocery Store,625,paid,Nicaragua,F
Property,650,in_repayment,Guatemala,M
General Store,200,paid,Philippines,M
Farming,225,paid,Philippines,F
Food Market,225,in_repayment,Liberia,F
Fruits & Vegetables,250,in_repayment,Liberia,F
Personal Housing Expenses,500,in_repayment,El Salvador,M
Home Energy,150,in_repayment,Uganda,M
Property,400,paid,Guatemala,F
Services,900,in_repayment,Azerbaijan,M
Farming,400,in_repayment,Guatemala,M
Food Production/Sales,1825,paid,Nicaragua,F
Food Production/Sales,1900,paid,Mali,F
Spare Parts,750,paid,Nicaragua,M
Grocery Store,650,in_repayment,Peru,F
General Store,600,in_repayment,Nicaragua,F
Fruits & Vegetables,800,paid,Guatemala,F
Mobile Phones,1500,in_repayment,Iraq,M
Retail,950,in_repayment,Colombia,F
Carpentry,1925,in_repayment,Azerbaijan,M
Livestock,1500,in_repayment,Tajikistan,F
Agriculture,625,in_repayment,Honduras,F
Agriculture,525,in_repayment,Honduras,F
Personal Housing Expenses,925,paid,Guatemala,M
Agriculture,1475,in_repayment,Honduras,F
Construction Supplies,400,in_repayment,Nicaragua,F
Cobbler,875,in_repayment,Colombia,F
Livestock,1125,in_repayment,Kyrgyzstan,F
Food Market,2000,in_repayment,Tajikistan,F
Agriculture,1475,in_repayment,Honduras,F
Machinery Rental,550,paid,Colombia,M
Personal Products Sales,250,in_repayment,Nicaragua,F
Agriculture,1050,in_repayment,Honduras,F
Farm Supplies,800,in_repayment,Guatemala,F
Farming,925,paid,Kyrgyzstan,F
Agriculture,1325,in_repayment,Honduras,M
Personal Housing Expenses,400,in_repayment,El Salvador,F
Animal Sales,625,in_repayment,Tajikistan,F
Butcher Shop,1000,in_repayment,Ecuador,F
Livestock,575,in_repayment,Kyrgyzstan,F
Cattle,2400,in_repayment,Kyrgyzstan,F
Farming,575,paid,Kyrgyzstan,F
Cattle,1850,in_repayment,Kyrgyzstan,F
Grocery Store,1325,in_repayment,Honduras,M
Personal Purchases,500,in_repayment,Bolivia,M
Agriculture,1325,in_repayment,Honduras,F
Food Stall,400,in_repayment,Nicaragua,F
Livestock,1850,in_repayment,Kyrgyzstan,F
Sewing,1000,in_repayment,Iraq,F
Sewing,2500,in_repayment,Iraq,F
Manufacturing,2000,paid,Tajikistan,M
Farming,800,in_repayment,Honduras,F
Agriculture,1475,in_repayment,Honduras,F
Agriculture,850,in_repayment,Honduras,M
Personal Medical Expenses,0,refunded,Bolivia,M
Personal Housing Expenses,250,paid,Bolivia,M
Personal Housing Expenses,400,in_repayment,El Salvador,F
Cattle,1850,in_repayment,Kyrgyzstan,F
Agriculture,575,in_repayment,Honduras,M
General Store,525,paid,Honduras,F
Personal Housing Expenses,400,in_repayment,El Salvador,M
Cattle,925,in_repayment,Kyrgyzstan,F
Sewing,750,in_repayment,Kyrgyzstan,F
Clothing Sales,200,in_repayment,Peru,F
Clothing,500,in_repayment,Bolivia,F
Sewing,1000,in_repayment,Iraq,F
Sewing,2000,in_repayment,Iraq,M
Fish Selling,650,in_repayment,Peru,F
Services,1075,in_repayment,Peru,F
Clothing Sales,400,paid,Guatemala,F
General Store,925,in_repayment,Guatemala,M
Sewing,1000,in_repayment,Iraq,F
Transportation,1325,in_repayment,Bolivia,M
Retail,1325,in_repayment,Honduras,F
Sewing,2500,in_repayment,Iraq,F
Personal Housing Expenses,1175,in_repayment,Bolivia,F
Cattle,1300,in_repayment,Kyrgyzstan,F
General Store,800,in_repayment,El Salvador,F
Higher education costs,1475,in_repayment,Bolivia,F
Personal Purchases,1050,in_repayment,Tajikistan,F
Home Energy,150,in_repayment,Uganda,M
Home Energy,100,in_repayment,Uganda,M
Manufacturing,225,paid,Bolivia,F
Tailoring,725,in_repayment,Peru,M
Recycled Materials,450,in_repayment,Nicaragua,M
Pigs,800,in_repayment,Ecuador,F
Personal Housing Expenses,1000,in_repayment,Bolivia,M
Clothing Sales,750,in_repayment,Bolivia,F
Taxi,900,in_repayment,Bolivia,M
Grocery Store,425,in_repayment,Nicaragua,F
Milk Sales,750,in_repayment,Bolivia,M
Transportation,525,in_repayment,Bolivia,M
Higher education costs,1025,in_repayment,Nicaragua,F
Clothing Sales,425,in_repayment,Bolivia,F
Personal Housing Expenses,800,in_repayment,El Salvador,M
Livestock,1500,in_repayment,Ecuador,M
Personal Housing Expenses,450,in_repayment,Bolivia,F
Personal Housing Expenses,400,in_repayment,El Salvador,F
Clothing Sales,1300,paid,Ecuador,F
Used Clothing,1100,in_repayment,Honduras,F
Entertainment,800,in_repayment,Nicaragua,M
Vehicle,1500,in_repayment,Cambodia,F
Vehicle,1200,paid,Cambodia,M
Bakery,675,in_repayment,Samoa,F
Clothing,1475,paid,Mali,F
Farming,875,in_repayment,Samoa,F
Farming,525,in_repayment,Samoa,F
Retail,675,paid,Ecuador,F
Retail,750,paid,Senegal,F
Transportation,675,in_repayment,Nicaragua,M
Tailoring,1475,in_repayment,Senegal,M
Food Stall,875,in_repayment,Samoa,F
Personal Housing Expenses,200,in_repayment,El Salvador,F
Cattle,950,in_repayment,Nicaragua,M
Cattle,1500,in_repayment,Ecuador,F
Retail,450,paid,Ecuador,F
Food Production/Sales,475,paid,Nicaragua,F
Restaurant,675,paid,Ecuador,F
Metal Shop,750,in_repayment,El Salvador,M
Cattle,1500,in_repayment,Ecuador,M
Grocery Store,575,paid,Ecuador,F
Agriculture,400,in_repayment,El Salvador,M
Transportation,2325,in_repayment,Vietnam,F
Food,1525,paid,Ecuador,F
Farming,1025,in_repayment,El Salvador,F
Construction,750,in_repayment,Bolivia,M
Pigs,1500,in_repayment,Ecuador,F
Food Stall,225,paid,Philippines,F
Consumer Goods,375,in_repayment,Bolivia,M
Clothing Sales,800,paid,Guatemala,F
Fruits & Vegetables,500,paid,El Salvador,M
Pigs,1500,in_repayment,Ecuador,M
Cattle,500,in_repayment,Ecuador,M
Agriculture,850,in_repayment,Honduras,F
Personal Housing Expenses,400,in_repayment,El Salvador,M
Cattle,1000,in_repayment,Ecuador,M
Personal Housing Expenses,975,in_repayment,Nicaragua,F
Bakery,5375,in_repayment,Costa Rica,F
General Store,1975,in_repayment,India,F
General Store,2475,in_repayment,India,F
Retail,1500,in_repayment,Costa Rica,F
Retail,1875,in_repayment,Costa Rica,F
Bakery,1125,in_repayment,Costa Rica,F
Farming,2450,in_repayment,India,F
Fishing,2700,in_repayment,India,F
Grocery Store,2450,in_repayment,India,F
Farming,2450,in_repayment,India,F
Fruits & Vegetables,2700,in_repayment,India,F
Higher education costs,1650,in_repayment,India,F
Higher education costs,1650,in_repayment,India,F
Tailoring,3625,in_repayment,India,F
Farming,2450,in_repayment,India,F
Farming,2950,in_repayment,India,F
Farming,1975,in_repayment,India,F
Farming,2475,in_repayment,India,F
Grocery Store,350,in_repayment,India,M
Grocery Store,500,in_repayment,India,M
Education provider,525,in_repayment,Pakistan,F
Rickshaw,725,in_repayment,Pakistan,F
Rickshaw,1475,in_repayment,Pakistan,F
Rickshaw,425,in_repayment,Pakistan,F
Furniture Making,425,in_repayment,Pakistan,F
Home Products Sales,475,in_repayment,Pakistan,F
Beauty Salon,475,in_repayment,Pakistan,F
Sewing,475,in_repayment,Pakistan,F
Recycling,375,paid,Pakistan,F
Rickshaw,475,in_repayment,Pakistan,F
Rickshaw,1175,in_repayment,Pakistan,F
Milk Sales,725,in_repayment,Pakistan,F
Blacksmith,525,in_repayment,Pakistan,F
Taxi,225,in_repayment,Pakistan,F
Fruits & Vegetables,325,in_repayment,Pakistan,F
Clothing Sales,450,in_repayment,Pakistan,F
General Store,575,in_repayment,Pakistan,F
Services,525,in_repayment,Pakistan,F
General Store,1025,in_repayment,Pakistan,M
Tailoring,1025,in_repayment,Pakistan,M
Hardware,2025,in_repayment,Pakistan,M
Construction Supplies,2025,in_repayment,Pakistan,M
Office Supplies,2550,in_repayment,Pakistan,M
Electrical Goods,1525,in_repayment,Pakistan,M
General Store,225,paid,Pakistan,F
Taxi,525,in_repayment,Pakistan,F
Taxi,275,in_repayment,Pakistan,F
Fruits & Vegetables,525,in_repayment,Pakistan,F
Clothing Sales,625,in_repayment,Pakistan,F
Retail,675,in_repayment,Pakistan,F
Clothing Sales,225,in_repayment,Pakistan,F
Fruits & Vegetables,425,in_repayment,Pakistan,F
Rickshaw,525,in_repayment,Pakistan,F
Rickshaw,475,in_repayment,Pakistan,F
Fruits & Vegetables,225,in_repayment,Pakistan,F
Retail,325,in_repayment,Pakistan,F
Taxi,325,in_repayment,Pakistan,F
Rickshaw,275,in_repayment,Pakistan,F
Taxi,275,in_repayment,Pakistan,F
Taxi,225,in_repayment,Pakistan,F
Tailoring,775,in_repayment,Pakistan,F
Retail,275,in_repayment,Pakistan,F
Sewing,175,in_repayment,Pakistan,F
Tailoring,325,in_repayment,Pakistan,F
Taxi,325,in_repayment,Pakistan,F
Clothing,225,paid,Pakistan,F
Education provider,375,in_repayment,Pakistan,F
Restaurant,225,in_repayment,Pakistan,F
Tailoring,525,in_repayment,Pakistan,F
Tailoring,225,in_repayment,Pakistan,F
Retail,1250,in_repayment,Pakistan,M
Clothing Sales,1025,in_repayment,Pakistan,M
Carpentry,1025,in_repayment,Pakistan,M
Cosmetics Sales,1550,in_repayment,Pakistan,M
Retail,1025,in_repayment,Pakistan,M
Retail,1550,in_repayment,Pakistan,M
Retail,950,expired,Pakistan,M
General Store,1025,in_repayment,Pakistan,M
Retail,1550,in_repayment,Pakistan,M
Agriculture,3075,paid,Suriname,M
Agriculture,3075,paid,Suriname,M
Manufacturing,2050,in_repayment,Pakistan,F
Retail,1025,in_repayment,Pakistan,F
Carpentry,1025,in_repayment,Pakistan,M
Fruits & Vegetables,425,in_repayment,Pakistan,F
Rickshaw,375,in_repayment,Pakistan,F
Farming,200,in_repayment,India,F
Transportation,200,in_repayment,India,F
Construction,200,in_repayment,India,F
Farming,175,in_repayment,India,F
Farming,250,in_repayment,India,F
Farming,3675,paid,Suriname,M
Farming,3075,paid,Suriname,M
Farming,250,in_repayment,India,F
Farming,200,in_repayment,India,F
Farming,250,in_repayment,India,F
Farming,250,in_repayment,India,F
Farming,250,in_repayment,India,F
Farming,175,in_repayment,India,F
Manufacturing,175,in_repayment,India,F
Construction Supplies,150,in_repayment,India,F
Farming,250,in_repayment,India,F
Dairy,250,in_repayment,India,F
Farming,175,in_repayment,India,F
Farming,250,in_repayment,India,F
Barber Shop,200,in_repayment,India,F
Farming,250,in_repayment,India,F
Farming,150,in_repayment,India,F
Grocery Store,150,in_repayment,India,F
Farming,250,in_repayment,India,F
Farming,175,in_repayment,India,F
Construction Supplies,150,in_repayment,India,F
Farming,225,in_repayment,India,F
Crafts,150,in_repayment,India,F
Dairy,250,in_repayment,India,F
Tailoring,175,in_repayment,India,F
Tailoring,250,in_repayment,India,F
Recycling,175,in_repayment,India,F
Retail,200,in_repayment,India,F
Dairy,250,in_repayment,India,F
Dairy,100,in_repayment,India,F
Dairy,250,in_repayment,India,F
Dairy,175,in_repayment,India,F
Dairy,150,in_repayment,India,F
Farming,250,in_repayment,India,F
Cosmetics Sales,250,in_repayment,India,F
Spare Parts,1025,in_repayment,Pakistan,M
Taxi,325,in_repayment,Pakistan,F
General Store,450,paid,Philippines,F
Cereals,800,paid,Philippines,F
Food Stall,2650,in_repayment,Costa Rica,F
Animal Sales,1100,paid,Ecuador,F
Agriculture,550,paid,Peru,M
Cattle,375,paid,Peru,M
Food Stall,600,in_repayment,Kenya,F
Tailoring,450,paid,Philippines,F
Fruits & Vegetables,200,paid,Kenya,F
Farming,375,paid,Peru,M
Agriculture,200,paid,Peru,F
Livestock,300,paid,El Salvador,F
Cattle,200,paid,Peru,M
Fruits & Vegetables,350,paid,Kenya,F
Knitting,1450,paid,Bolivia,F
Cosmetics Sales,1025,paid,Bolivia,F
Agriculture,125,paid,Peru,F
Tailoring,250,in_repayment,Kenya,F
Food,475,in_repayment,Kenya,F
Services,325,in_repayment,Pakistan,F
Personal Housing Expenses,400,in_repayment,Nicaragua,F
General Store,325,paid,Philippines,F
General Store,325,paid,Philippines,F
Charcoal Sales,300,in_repayment,Kenya,F
Auto Repair,525,in_repayment,Pakistan,F
Retail,425,in_repayment,Pakistan,F
Personal Housing Expenses,500,paid,El Salvador,F
Sewing,1025,in_repayment,Pakistan,M
Manufacturing,1025,in_repayment,Pakistan,M
Pigs,275,paid,Philippines,F
Beauty Salon,225,paid,Pakistan,F
Pigs,300,paid,Philippines,F
General Store,425,paid,Philippines,F
Rickshaw,325,in_repayment,Pakistan,F
Fishing,200,paid,Philippines,F
General Store,150,paid,Philippines,F
Retail,600,paid,Kenya,F
Construction,225,in_repayment,Pakistan,F
Fuel/Firewood,1025,in_repayment,Pakistan,M
Rickshaw,1025,in_repayment,Pakistan,F
Electrician,1500,in_repayment,Palestine,M
Food Market,1200,in_repayment,Palestine,M
General Store,225,paid,Philippines,F
Agriculture,1300,in_repayment,Honduras,F
Rickshaw,225,in_repayment,Pakistan,F
Electronics Repair,325,in_repayment,Pakistan,F
Motorcycle Transport,2975,paid,Tanzania,M
Shoe Sales,1250,in_repayment,Pakistan,M
Agriculture,475,paid,Costa Rica,M
Cosmetics Sales,525,in_repayment,Kenya,F
Agriculture,750,in_repayment,El Salvador,M
Higher education costs,1625,in_repayment,Peru,M
Fruits & Vegetables,250,in_repayment,Kenya,F
Clothing,350,in_repayment,Kenya,F
General Store,350,in_repayment,Kenya,F
Agriculture,625,in_repayment,Honduras,F
Farming,150,in_repayment,India,F
Fuel/Firewood,250,in_repayment,India,F
Farming,250,in_repayment,India,F
Personal Housing Expenses,200,in_repayment,El Salvador,M
Food Production/Sales,400,paid,El Salvador,F
Retail,1550,paid,Peru,M
Food Market,175,in_repayment,Kenya,F
Farming,175,in_repayment,India,F
Farming,2025,in_repayment,India,F
Agriculture,950,in_repayment,Costa Rica,M
Food Stall,350,in_repayment,Kenya,F
Personal Housing Expenses,700,in_repayment,El Salvador,F
Dairy,250,in_repayment,India,F
Retail,500,in_repayment,India,F
Dairy,3350,in_repayment,India,F
Metal Shop,600,in_repayment,Nicaragua,M
Fruits & Vegetables,250,in_repayment,Kenya,F
Poultry,250,in_repayment,Kenya,F
Fruits & Vegetables,600,in_repayment,Kenya,F
General Store,550,paid,El Salvador,F
Food Production/Sales,800,in_repayment,El Salvador,F
General Store,700,in_repayment,El Salvador,F
Dairy,250,in_repayment,India,F
Food Production/Sales,425,in_repayment,India,M
General Store,375,in_repayment,Uganda,F
Personal Products Sales,225,paid,Philippines,F
Cloth & Dressmaking Supplies,225,paid,Pakistan,F
Fish Selling,250,in_repayment,Kenya,F
General Store,1975,in_repayment,Uganda,M
Clothing,1900,paid,Mali,F
Higher education costs,1375,in_repayment,Palestine,M
Food Stall,600,in_repayment,Kenya,F
Food Stall,250,in_repayment,Kenya,F
Charcoal Sales,125,in_repayment,Kenya,F
Poultry,475,in_repayment,Kenya,M
Clothing,1475,paid,Mali,F
Higher education costs,1675,in_repayment,India,F
General Store,600,in_repayment,Uganda,M
Services,600,in_repayment,Kenya,F
Plastics Sales,650,paid,Mali,F
Cloth & Dressmaking Supplies,250,paid,Kenya,F
Auto Repair,1000,in_repayment,El Salvador,M
Dairy,2925,in_repayment,India,F
Fish Selling,150,in_repayment,India,F
Barber Shop,2500,in_repayment,Lebanon,M
Agriculture,675,in_repayment,Costa Rica,M
Food Production/Sales,350,in_repayment,Kenya,F
Grocery Store,1200,in_repayment,Palestine,M
Agriculture,725,in_repayment,Uganda,M
Poultry,700,in_repayment,Kenya,M
Retail,1050,in_repayment,Mali,M
Shoe Sales,1550,in_repayment,Pakistan,M
Retail,625,in_repayment,Nicaragua,M
Fruits & Vegetables,225,in_repayment,Pakistan,F
Pigs,150,paid,Philippines,F
Mobile Phones,175,in_repayment,Pakistan,F
Arts,375,in_repayment,Turkey,F
Higher education costs,750,in_repayment,Jordan,F
Agriculture,1475,in_repayment,Honduras,F
Soft Drinks,3375,in_repayment,Tanzania,F
Fruits & Vegetables,175,paid,Philippines,F
Construction,300,paid,El Salvador,M
Shoe Sales,375,paid,Turkey,F
Tailoring,225,paid,Pakistan,F
Construction,225,in_repayment,Pakistan,F
Grocery Store,5650,in_repayment,Tanzania,F
Higher education costs,1250,paid,Peru,F
Fuel/Firewood,250,in_repayment,Kenya,F
Personal Housing Expenses,1225,in_repayment,Armenia,F
Food,350,paid,Kenya,F
Used Clothing,600,in_repayment,Uganda,F
